,created_at,name,screen_name,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,text,tweets_ago
0,Sat Jun 09 17:01:05 +0000 2018,BBC,BBC,0.5719,0.0,0.829,0.171,"One hundred years after some women won the right to vote, @ScarlettMoffatt tells the story of the suffragettes. https://t.co/B8gr3KbzkJ",0
1,Sat Jun 09 16:04:03 +0000 2018,BBC,BBC,0.4019,0.156,0.623,0.222,"A year on from the Grenfell Tower fire, Sean and his charity have been supporting children affected by the tragedy,… https://t.co/GXtypl36BW",1
2,Sat Jun 09 15:02:02 +0000 2018,BBC,BBC,-0.7783,0.327,0.673,0.0,One shocking day of sexual violence from the police altered the suffragettes' political strategy forever.… https://t.co/O1pfqAhXLa,2
3,Sat Jun 09 14:04:02 +0000 2018,BBC,BBC,0.7717,0.0,0.472,0.528,❤️️ This is what love looks like. https://t.co/Qle1eoBU5x,3
4,Sat Jun 09 13:24:03 +0000 2018,BBC,BBC,0.3612,0.0,0.815,0.185,"😆 @ChanningTatum and @UsainBolt have all the moves.  
#TheGNShow https://t.co/ry6TVJ6b6P",4
5,Sat Jun 09 13:03:06 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"Fifty nations are now taking action to reduce plastic pollution, according to the biggest report so far from the… https://t.co/cz3KvhuKb4",5
6,Sat Jun 09 12:23:25 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @BBCNews: The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's official birthd…,6
7,Sat Jun 09 12:03:00 +0000 2018,BBC,BBC,0.9317,0.0,0.441,0.559,Your friend that likes gin will LOVE this. #TopOfTheShop 😍 #WorldGinDay https://t.co/0y9sqjluRF,7
8,Sat Jun 09 11:10:52 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,8
9,Sat Jun 09 11:04:08 +0000 2018,BBC,BBC,-0.7269,0.305,0.588,0.106,"😂 Fashion sense v common sense: the battle rages on.

Is the 'fanny pack shoe' an ugly fashion step too far?
👉… https://t.co/WJ11O2gJxE",9
10,Sat Jun 09 10:10:06 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"As football fans across the globe look forward to #Russia2018, @mrdanwalker looks back at England's World Cup-winni… https://t.co/3w7JJV7JwI",10
11,Sat Jun 09 10:09:40 +0000 2018,BBC,BBC,-0.6808,0.219,0.73,0.051,"RT @bbcstories: Ever wondered why alcohol can seem to solve all our problems, but ends up making them even worse? This doctor’s explanation…",11
12,Sat Jun 09 08:55:42 +0000 2018,BBC,BBC,0.8658,0.0,0.7,0.3,"RT @BBCBreakfast: Yep, this is real... Russian hosts are being taught how to smile to make visitors feel welcome to the World Cup. 😁
#BBCWo…",12
13,Sat Jun 09 08:54:21 +0000 2018,BBC,BBC,0.6239,0.0,0.806,0.194,"RT @bbcrb: Just amazing.
The WHOLE community was invited to this Iftar meal. THOUSANDS turned up! 🙌🙌 https://t.co/WAOYvHIbx3",13
14,Sat Jun 09 08:53:14 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @bbccomedy: Dame Emma Thompson! ❤️ #QueensBirthdayHonours https://t.co/sGDU1GC3SU,14
15,Sat Jun 09 08:52:54 +0000 2018,BBC,BBC,0.7579,0.0,0.787,0.213,"RT @BBC6Music: Which riffs do you wish you had written?

🤘 @st_vincent had some brilliant suggestions when she took over our Instagram toda…",15
16,Sat Jun 09 08:52:46 +0000 2018,BBC,BBC,0.8122,0.0,0.697,0.303,RT @BBCArtsPR: Our very own @wmarybeard has received a damehood in the Queen's birthday honours list - congratulations Mary! @bbcarts @BBCF…,16
17,Sat Jun 09 08:52:33 +0000 2018,BBC,BBC,0.5859,0.0,0.853,0.147,RT @bbcarts: Women across Britain raise banners for suffrage &amp; what it means to be a C21st woman. See selection of brilliant banners prior…,17
18,Sat Jun 09 08:50:01 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"RT @BBCEngland: Britain's longest-serving poppy seller, 103-year-old Rosemary Powell, has been appointed an MBE in the Queen's birthday hon…",18
19,Sat Jun 09 08:32:05 +0000 2018,BBC,BBC,0.4215,0.0,0.877,0.123,"🇬🇧 @huwbbc introduces live coverage of the military parade to mark the official birthday of HM the Queen. 

Troopin… https://t.co/y1b6OpOoey",19
20,Sat Jun 09 17:01:05 +0000 2018,BBC,BBC,0.5719,0.0,0.829,0.171,"One hundred years after some women won the right to vote, @ScarlettMoffatt tells the story of the suffragettes. https://t.co/B8gr3KbzkJ",20
21,Sat Jun 09 16:04:03 +0000 2018,BBC,BBC,0.4019,0.156,0.623,0.222,"A year on from the Grenfell Tower fire, Sean and his charity have been supporting children affected by the tragedy,… https://t.co/GXtypl36BW",21
22,Sat Jun 09 15:02:02 +0000 2018,BBC,BBC,-0.7783,0.327,0.673,0.0,One shocking day of sexual violence from the police altered the suffragettes' political strategy forever.… https://t.co/O1pfqAhXLa,22
23,Sat Jun 09 14:04:02 +0000 2018,BBC,BBC,0.7717,0.0,0.472,0.528,❤️️ This is what love looks like. https://t.co/Qle1eoBU5x,23
24,Sat Jun 09 13:24:03 +0000 2018,BBC,BBC,0.3612,0.0,0.815,0.185,"😆 @ChanningTatum and @UsainBolt have all the moves.  
#TheGNShow https://t.co/ry6TVJ6b6P",24
25,Sat Jun 09 13:03:06 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"Fifty nations are now taking action to reduce plastic pollution, according to the biggest report so far from the… https://t.co/cz3KvhuKb4",25
26,Sat Jun 09 12:23:25 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @BBCNews: The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's official birthd…,26
27,Sat Jun 09 12:03:00 +0000 2018,BBC,BBC,0.9317,0.0,0.441,0.559,Your friend that likes gin will LOVE this. #TopOfTheShop 😍 #WorldGinDay https://t.co/0y9sqjluRF,27
28,Sat Jun 09 11:10:52 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,28
29,Sat Jun 09 11:04:08 +0000 2018,BBC,BBC,-0.7269,0.305,0.588,0.106,"😂 Fashion sense v common sense: the battle rages on.

Is the 'fanny pack shoe' an ugly fashion step too far?
👉… https://t.co/WJ11O2gJxE",29
30,Sat Jun 09 10:10:06 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"As football fans across the globe look forward to #Russia2018, @mrdanwalker looks back at England's World Cup-winni… https://t.co/3w7JJV7JwI",30
31,Sat Jun 09 10:09:40 +0000 2018,BBC,BBC,-0.6808,0.219,0.73,0.051,"RT @bbcstories: Ever wondered why alcohol can seem to solve all our problems, but ends up making them even worse? This doctor’s explanation…",31
32,Sat Jun 09 08:55:42 +0000 2018,BBC,BBC,0.8658,0.0,0.7,0.3,"RT @BBCBreakfast: Yep, this is real... Russian hosts are being taught how to smile to make visitors feel welcome to the World Cup. 😁
#BBCWo…",32
33,Sat Jun 09 08:54:21 +0000 2018,BBC,BBC,0.6239,0.0,0.806,0.194,"RT @bbcrb: Just amazing.
The WHOLE community was invited to this Iftar meal. THOUSANDS turned up! 🙌🙌 https://t.co/WAOYvHIbx3",33
34,Sat Jun 09 08:53:14 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @bbccomedy: Dame Emma Thompson! ❤️ #QueensBirthdayHonours https://t.co/sGDU1GC3SU,34
35,Sat Jun 09 08:52:54 +0000 2018,BBC,BBC,0.7579,0.0,0.787,0.213,"RT @BBC6Music: Which riffs do you wish you had written?

🤘 @st_vincent had some brilliant suggestions when she took over our Instagram toda…",35
36,Sat Jun 09 08:52:46 +0000 2018,BBC,BBC,0.8122,0.0,0.697,0.303,RT @BBCArtsPR: Our very own @wmarybeard has received a damehood in the Queen's birthday honours list - congratulations Mary! @bbcarts @BBCF…,36
37,Sat Jun 09 08:52:33 +0000 2018,BBC,BBC,0.5859,0.0,0.853,0.147,RT @bbcarts: Women across Britain raise banners for suffrage &amp; what it means to be a C21st woman. See selection of brilliant banners prior…,37
38,Sat Jun 09 08:50:01 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"RT @BBCEngland: Britain's longest-serving poppy seller, 103-year-old Rosemary Powell, has been appointed an MBE in the Queen's birthday hon…",38
39,Sat Jun 09 08:32:05 +0000 2018,BBC,BBC,0.4215,0.0,0.877,0.123,"🇬🇧 @huwbbc introduces live coverage of the military parade to mark the official birthday of HM the Queen. 

Troopin… https://t.co/y1b6OpOoey",39
40,Sat Jun 09 07:28:04 +0000 2018,BBC,BBC,0.7783,0.097,0.51,0.393,"The charming and beautiful films of Lotte Reiniger, forgotten pioneer of animation. https://t.co/T2N7eLjHKh",40
41,Fri Jun 08 20:04:03 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"🎶 Tonight, @ArcticMonkeys perform live for @BBCR1 at the legendary Maida Vale studios.

Artic Monkeys Live at the B… https://t.co/l8FI1nOTWY",41
42,Fri Jun 08 18:09:05 +0000 2018,BBC,BBC,0.7809,0.0,0.617,0.383,💃🕺 Why does dancing with our friends make us feel so good? https://t.co/iokI919nJp,42
43,Fri Jun 08 17:03:04 +0000 2018,BBC,BBC,0.5574,0.0,0.841,0.159,🎶🦈🚀🚗 From jazz-loving sharks to @elonmusk shooting his car into space: these are the 7 funniest news stories of the… https://t.co/TN5XaD9I0k,43
44,Fri Jun 08 16:02:00 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,Leaving your responsibilities behind on a Friday like... 💁👋 #FridayFeeling @taylorswift13 https://t.co/wvmpzlOSel,44
45,Fri Jun 08 13:03:05 +0000 2018,BBC,BBC,0.4019,0.0,0.829,0.171,"📺 From drama Succession to the return of @PoldarkTV, here are the TV shows worth watching in June. 
👉… https://t.co/VFdghjNGmK",45
46,Fri Jun 08 12:28:10 +0000 2018,BBC,BBC,0.784,0.0,0.734,0.266,RT @bbcouch: We can announce today that Britain's Got Talent winner @LostVoiceGuy will be hosting our Storytelling Live event at @edfringe!…,46
47,Fri Jun 08 12:24:37 +0000 2018,BBC,BBC,0.34,0.0,0.854,0.146,"RT @BBCEarth: We all have a part to play in protecting #OurBluePlanet.
#WorldOceansDay 💙 https://t.co/1TM73iYPmA",47
48,Fri Jun 08 12:19:25 +0000 2018,BBC,BBC,-0.8126,0.27,0.73,0.0,"💔 US celebrity chef and television personality Anthony Bourdain has been found dead in his hotel room, aged 61.
👉… https://t.co/55jBxSrdUS",48
49,Fri Jun 08 12:04:03 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,The unexpected pioneering women of electronic music. https://t.co/ih6gK1Sz0y,49
50,Fri Jun 08 11:03:04 +0000 2018,BBC,BBC,-0.2263,0.106,0.894,0.0,"Forget hygge, a new Nordic lifestyle trend called 'päntsdrunk' is all about drinking in your underwear. 👙🍻… https://t.co/SBTQBZ5E5e",50
51,Fri Jun 08 10:52:51 +0000 2018,BBC,BBC,0.2023,0.0,0.927,0.073,"RT @UKMoments: All-day Friday @BBC6Music will be playing an all-female playlist, spun by an all-woman DJ line up as part of the BBC's #Hear…",51
52,Fri Jun 08 10:50:03 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"Pippa Middleton has confirmed she is expecting her first child with husband James Matthews. 
https://t.co/4SiziX5Tix https://t.co/bFobAI2hBp",52
53,Fri Jun 08 09:01:04 +0000 2018,BBC,BBC,-0.3089,0.17,0.83,0.0,"'If the oceans don't stay healthy, human beings are doomed.' 
#WorldOceansDay https://t.co/5aTLEHZ9Mi",53
54,Fri Jun 08 08:46:14 +0000 2018,BBC,BBC,0.4404,0.0,0.861,0.139,"RT @BBC6Music: This Friday, @St_Vincent takes over our Instagram (https://t.co/ui96YFYsuH) and offers some advice to improve your day. Here…",54
55,Fri Jun 08 08:01:07 +0000 2018,BBC,BBC,0.5413,0.0,0.741,0.259,"These ducklings jumping from their nest are absolutely adorable. 🦆🐣❤️️
https://t.co/NlQijnt3hm",55
56,Fri Jun 08 07:29:05 +0000 2018,BBC,BBC,-0.1603,0.075,0.925,0.0,"🏙 We often think of cities as the least healthy places to live. But what does the research say?
👉… https://t.co/gm4wRIFCQG",56
57,Fri Jun 08 07:00:18 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"🌊💙 A message from Sir David Attenborough for #WorldOceansDay. 
 https://t.co/778x4RMMRv",57
58,Thu Jun 07 19:04:09 +0000 2018,BBC,BBC,-0.3612,0.143,0.857,0.0,"#OurGirl's Michelle Keegan discovers her great-great-grandmother was a suffragette, fighting for women to get the v… https://t.co/sNDxrleuGi",58
59,Thu Jun 07 18:00:21 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,❤️️ Harry has been wearing a Spider-Man mask during his radiotherapy to give him 'superpowers'. https://t.co/rsyOrCzD7k,59
60,Thu Jun 07 16:02:03 +0000 2018,BBC,BBC,0.7964,0.0,0.53,0.47,Turns out even Shakespearean acting legends love a good chinwag. https://t.co/0DO0vG4uZg,60
61,Thu Jun 07 15:36:48 +0000 2018,BBC,BBC,0.4404,0.0,0.892,0.108,"RT @BBC6Music: 💪 Who do you hope to hear during our all-female #HearHer day from 5am-midnight on Friday?

Backstage in Belfast we asked @fi…",61
62,Thu Jun 07 15:32:24 +0000 2018,BBC,BBC,0.8043,0.086,0.544,0.369,This elderly man was struggling slowly across a busy road - but help was at hand! https://t.co/xfCtAOkL6F,62
63,Thu Jun 07 14:04:02 +0000 2018,BBC,BBC,-0.7906,0.259,0.741,0.0,"🐍 A Texan required 26 doses of anti-venom after he was bitten by the severed head of a rattlesnake he had killed.
👉… https://t.co/zdD1aO7POz",63
64,Thu Jun 07 13:00:43 +0000 2018,BBC,BBC,-0.4588,0.138,0.862,0.0,RT @BBC_ARoadshow: 'We did it for all women' - 50 years after they walked out the Dagenham women say the fight for equal pay must go on #An…,64
65,Thu Jun 07 13:00:26 +0000 2018,BBC,BBC,0.2263,0.0,0.921,0.079,"🎞🎬 From the Jurassic World sequel to an Oscar Wilde biopic, these films are worth making a trip to the cinema for t… https://t.co/PODFpM3UOq",65
66,Thu Jun 07 12:01:05 +0000 2018,BBC,BBC,-0.5574,0.242,0.659,0.099,"👊💕 If you've ever been touched by cancer, Julie's message will be important. 
https://t.co/L7Ebn2c0Ed",66
67,Thu Jun 07 11:46:22 +0000 2018,BBC,BBC,0.6531,0.052,0.733,0.215,"RT @BBCEarth: Are you obsessed with the ocean? 🌊
Do you go wild for whales? 🐋
Want to share your passion for presenting with the world?
Ent…",67
68,Thu Jun 07 11:01:05 +0000 2018,BBC,BBC,0.7003,0.0,0.784,0.216,💕🐮 Cow cuddling is the new wellness trend coming to a field near you and it's guaranteed to put you in a good moooo… https://t.co/8DJNABgCFc,68
69,Thu Jun 07 09:37:40 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,Little girls don’t stay little forever. https://t.co/3yThJBbcUs,69
70,Thu Jun 07 08:01:03 +0000 2018,BBC,BBC,0.3612,0.0,0.828,0.172,What it's like to find out you were adopted at age 49. https://t.co/Fl1LZJOMKZ,70
71,Thu Jun 07 07:28:01 +0000 2018,BBC,BBC,0.3182,0.0,0.892,0.108,"The original illustrated map of The Hundred Acre Wood is expected to fetch between £100,000 - £150,000 when it goes… https://t.co/FVle3m5MCh",71
72,Thu Jun 07 07:01:05 +0000 2018,BBC,BBC,0.5106,0.0,0.732,0.268,❤️🐶 Some heroes don't wear capes - they wear collars. https://t.co/0YF9EdnfL1,72
73,Wed Jun 06 20:44:01 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"Tonight, award-winning writer Jeanette Winterson asks what we can learn from the Suffragette movement of a century… https://t.co/K9P2GuRy7X",73
74,Wed Jun 06 20:04:00 +0000 2018,BBC,BBC,0.3818,0.0,0.86,0.14,Comedian @JordBrookes joins @SusanCalman for #MrsBrightside - her brand new podcast about mental health from the po… https://t.co/nIvQ5c2NNT,74
75,Wed Jun 06 19:03:03 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"Tonight, #OurGirl actress @michkeegan uncovers some exceptional women on her family tree. 🙋💕

Who Do You Think You… https://t.co/HDwdTyTqIw",75
76,Wed Jun 06 18:03:04 +0000 2018,BBC,BBC,0.1779,0.122,0.718,0.16,No leaks (and better orgasms) - what you need to know about your pelvic floor. https://t.co/m8pGrbm71M,76
77,Wed Jun 06 17:02:09 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"74 years on from D-Day, these infrared photos show WW2 bunkers in new light. 📷 
https://t.co/Dn2XKQ5jtZ https://t.co/Rqm91pIfj4",77
78,Wed Jun 06 16:00:01 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"There are more than 110,000 gang members in Honduras and they're tearing the country apart. https://t.co/ZF9M0iAvzb",78
79,Wed Jun 06 13:02:05 +0000 2018,BBC,BBC,0.3182,0.0,0.892,0.108,From a French novel about the Burundi genocide to a Chilean mystery: add these titles to your book shelf this month… https://t.co/T9AG8kvoPG,79
80,Wed Jun 06 12:21:20 +0000 2018,BBC,BBC,-0.5574,0.153,0.847,0.0,"RT @BBC_ARoadshow: Fiona discovers more about suffragette Emily Wilding Davison, who died after throwing herself in front of the King's hor…",80
81,Wed Jun 06 12:03:06 +0000 2018,BBC,BBC,-0.6523,0.236,0.764,0.0,"Ethan Hawke relives the time when one of his co-stars DIED on stage. #TheGNShow

https://t.co/XIG2Y8OA7m",81
82,Wed Jun 06 11:02:02 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"In 1993, Steven Spielberg's film Jurassic Park defined dinosaurs for an entire generation... but does it make scien… https://t.co/wLK4pyl9pv",82
83,Wed Jun 06 10:01:40 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"RT @BBCSpringwatch: Ever heard a beatboxing starling? 🔊 🔊

#Springwatch https://t.co/NC52eJ4MX0",83
84,Wed Jun 06 08:55:39 +0000 2018,BBC,BBC,0.4215,0.0,0.833,0.167,RT @bbcthree: Madame Poole has been ballet dancing for an astounding seven decades. #HearHer https://t.co/X6ltLoANl7,84
85,Wed Jun 06 08:55:07 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"RT @BBCFOUR: Here's a sneak preview of our brand new drama #Hidden. Starts Saturday, 9pm, @BBCFour. https://t.co/cibPD1hzr3 https://t.co/te…",85
86,Wed Jun 06 08:02:01 +0000 2018,BBC,BBC,0.2732,0.126,0.698,0.177,"When Mona began to lose her sight, her 84-year-old husband did something amazing for her... 💅💄❤️️

https://t.co/Qle1eoBU5x",86
87,Wed Jun 06 07:31:01 +0000 2018,BBC,BBC,-0.7579,0.281,0.667,0.053,"We're all familiar with that sinking, nagging feeling we get when we realise we have made the wrong choice. 😟

But… https://t.co/NPYZY5U43f",87
88,Wed Jun 06 07:04:04 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"📻🐫🦅🐼🦈 @GregJames has got a new co-host!

Sir David Attenborough becomes a @BBCR1 DJ at 5pm today... 

https://t.co/zHHtjBZZ9v",88
89,Tue Jun 05 19:25:03 +0000 2018,BBC,BBC,-0.4019,0.137,0.863,0.0,"'The problem with plastic is that it never goes away. It doesn't decompose. It defies nature.' 
#WorldEnvironmentDay https://t.co/Tkmj9qXzlK",89
90,Tue Jun 05 19:02:05 +0000 2018,BBC,BBC,-0.7184,0.273,0.727,0.0,"#OurGirl is back and heading to Nigeria in the fight against terror. 

Our Girl | 9pm | @BBCOne |… https://t.co/epbhcujexD",90
91,Tue Jun 05 18:02:06 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"👶🥦 If your child's a fussy eater, here are 5 tips from scientist @Dr_C_Llewellyn. https://t.co/MOhdgXa96t",91
92,Tue Jun 05 16:50:46 +0000 2018,BBC,BBC,0.8221,0.0,0.719,0.281,RT @BBCTwo: Always wanted to pitch an idea to the stars of #DragonsDen? Well here’s your chance! Reply to this tweet with your best busines…,92
93,Tue Jun 05 16:31:52 +0000 2018,BBC,BBC,-0.8126,0.27,0.73,0.0,"💔 Fashion designer Kate Spade, 55, has been found dead in her New York apartment.
👉 https://t.co/ku2uHiO0Nh https://t.co/sg40Mjbb12",93
94,Tue Jun 05 16:00:22 +0000 2018,BBC,BBC,-0.1531,0.11,0.814,0.076,♻️🗑 These protesters want shops to take more responsibility for the overuse of plastic packaging.… https://t.co/C4YX62DYWU,94
95,Tue Jun 05 13:01:07 +0000 2018,BBC,BBC,0.6369,0.0,0.84,0.16,"❤️😽 This man has vowed to be the best 'cat dad' he can be after finding random kittens under his bed. 
👉… https://t.co/fWsKzfv8s3",95
96,Tue Jun 05 12:00:22 +0000 2018,BBC,BBC,0.8122,0.09,0.519,0.391,"😂 These knitted Poldark dolls are the best!
#TheGNShow https://t.co/Mpc1dWzojg",96
97,Tue Jun 05 11:12:05 +0000 2018,BBC,BBC,0.4019,0.0,0.863,0.137,"RT @BBC_ARoadshow: From artists to explorers, suffragettes to swimmers #antiquesroadshow discovers the pioneering women who have help shape…",97
98,Tue Jun 05 11:00:07 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,"How does plastic actually enter our oceans? 
#WorldEnvironmentDay https://t.co/LdOt9inVFS",98
99,Tue Jun 05 10:45:52 +0000 2018,BBC,BBC,0.0,0.0,1.0,0.0,RT @BBCBreakfast: Have you got yours yet? #gingeremoji https://t.co/hKwIsLspYC,99
100,Sat Jun 09 16:00:00 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0
101,Fri Jun 08 19:46:17 +0000 2018,CBS,CBS,0.296,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,1
102,Fri Jun 08 15:00:03 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,2
103,Fri Jun 08 13:58:15 +0000 2018,CBS,CBS,0.9078,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",3
104,Thu Jun 07 17:03:26 +0000 2018,CBS,CBS,0.3612,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",4
105,Wed Jun 06 21:00:24 +0000 2018,CBS,CBS,0.2732,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,5
106,Wed Jun 06 00:08:30 +0000 2018,CBS,CBS,0.3595,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",6
107,Tue Jun 05 22:23:35 +0000 2018,CBS,CBS,-0.4404,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",7
108,Tue Jun 05 22:12:28 +0000 2018,CBS,CBS,0.4574,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,8
109,Tue Jun 05 19:00:02 +0000 2018,CBS,CBS,0.5093,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,9
110,Tue Jun 05 15:04:41 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",10
111,Mon Jun 04 17:00:00 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",11
112,Fri Jun 01 17:39:17 +0000 2018,CBS,CBS,-0.3903,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",12
113,Fri Jun 01 17:00:03 +0000 2018,CBS,CBS,0.8442,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,13
114,Thu May 31 23:50:00 +0000 2018,CBS,CBS,0.8932,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",14
115,Wed May 30 15:07:34 +0000 2018,CBS,CBS,0.4926,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",15
116,Mon May 28 21:00:01 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",16
117,Mon May 28 02:08:19 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,17
118,Wed May 23 23:07:38 +0000 2018,CBS,CBS,0.6239,0.0,0.797,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,18
119,Wed May 23 19:02:43 +0000 2018,CBS,CBS,0.5859,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",19
120,Sat Jun 09 16:00:00 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,20
121,Fri Jun 08 19:46:17 +0000 2018,CBS,CBS,0.296,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,21
122,Fri Jun 08 15:00:03 +0000 2018,CBS,CBS,0.0,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,22
123,Fri Jun 08 13:58:15 +0000 2018,CBS,CBS,0.9078,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",23
124,Thu Jun 07 17:03:26 +0000 2018,CBS,CBS,0.3612,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",24
125,Wed Jun 06 21:00:24 +0000 2018,CBS,CBS,0.2732,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,25
126,Wed Jun 06 00:08:30 +0000 2018,CBS,CBS,0.3595,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",26
127,Tue Jun 05 22:23:35 +0000 2018,CBS,CBS,-0.4404,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",27
