,created_at,name,screen_name,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,text,tweets_ago
255,Sat Jun 09 11:46:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",55
256,Sat Jun 09 11:31:05 +0000 2018,CNN,CNN,-0.296,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",56
257,Sat Jun 09 11:16:00 +0000 2018,CNN,CNN,0.3612,0.0,0.878,0.122,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",57
258,Sat Jun 09 11:01:06 +0000 2018,CNN,CNN,0.765,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,58
259,Sat Jun 09 10:31:49 +0000 2018,CNN,CNN,-0.4588,0.143,0.857,0.0,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",59
260,Sat Jun 09 10:16:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",60
261,Sat Jun 09 10:01:03 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,61
262,Sat Jun 09 09:31:04 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",62
263,Sat Jun 09 09:29:10 +0000 2018,CNN,CNN,0.4019,0.0,0.87,0.13,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",63
264,Sat Jun 09 09:16:00 +0000 2018,CNN,CNN,0.5859,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",64
265,Sat Jun 09 09:01:21 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",65
266,Sat Jun 09 08:31:08 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,66
267,Sat Jun 09 08:29:13 +0000 2018,CNN,CNN,-0.6124,0.238,0.762,0.0,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",67
268,Sat Jun 09 08:16:00 +0000 2018,CNN,CNN,0.6369,0.0,0.794,0.206,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,68
269,Sat Jun 09 08:05:06 +0000 2018,CNN,CNN,0.3612,0.089,0.751,0.16,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,69
270,Sat Jun 09 08:01:09 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,70
271,Sat Jun 09 07:46:00 +0000 2018,CNN,CNN,0.2732,0.0,0.9,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",71
272,Sat Jun 09 07:31:08 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,72
273,Sat Jun 09 07:16:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",73
274,Sat Jun 09 07:01:07 +0000 2018,CNN,CNN,-0.2732,0.104,0.896,0.0,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",74
275,Sat Jun 09 06:46:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,75
276,Sat Jun 09 06:31:07 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,76
277,Sat Jun 09 06:16:00 +0000 2018,CNN,CNN,0.2263,0.0,0.894,0.106,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,77
278,Sat Jun 09 06:01:07 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,78
279,Sat Jun 09 05:46:00 +0000 2018,CNN,CNN,0.8519,0.0,0.646,0.354,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,79
280,Sat Jun 09 05:16:00 +0000 2018,CNN,CNN,0.7351,0.0,0.677,0.323,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,80
281,Sat Jun 09 05:01:04 +0000 2018,CNN,CNN,0.0258,0.0,0.942,0.058,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,81
282,Sat Jun 09 04:46:00 +0000 2018,CNN,CNN,0.4215,0.0,0.781,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,82
283,Sat Jun 09 04:31:04 +0000 2018,CNN,CNN,-0.3597,0.146,0.773,0.082,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",83
284,Sat Jun 09 04:16:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw,84
285,Sat Jun 09 04:01:07 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,85
286,Sat Jun 09 03:46:00 +0000 2018,CNN,CNN,0.5859,0.0,0.847,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn",86
287,Sat Jun 09 03:41:59 +0000 2018,CNN,CNN,0.8225,0.0,0.65,0.35,The Golden State Warriors clinched their third NBA championship title in four years with a decisive 108-85 win over… https://t.co/xFuSWVjOK6,87
288,Sat Jun 09 03:38:22 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE say… https://t.co/AHXBMGozjb",88
289,Sat Jun 09 03:31:17 +0000 2018,CNN,CNN,0.4767,0.0,0.853,0.147,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/IwsAdq0ACH",89
290,Sat Jun 09 03:16:04 +0000 2018,CNN,CNN,0.4939,0.1,0.667,0.233,What's the secret to Okinawans' long life? Experts argue that though a combination of good genes and healthy lifest… https://t.co/YqGC9CbZTo,90
291,Sat Jun 09 03:12:27 +0000 2018,CNN,CNN,-0.3781,0.108,0.839,0.053,"RT @CNNTonight: ""Tony came raw to the picture, he came with his history of his own demons, he didn't hide that he had these terrible proble…",91
292,Sat Jun 09 03:01:00 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/zsnqRVLTtA,92
293,Sat Jun 09 02:46:00 +0000 2018,CNN,CNN,0.4939,0.0,0.856,0.144,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Iogr95BePz,93
294,Sat Jun 09 02:35:58 +0000 2018,CNN,CNN,-0.8074,0.269,0.691,0.04,"RT @CuomoPrimeTime: .@chriscuomo: Suicide is a dirty secret in our society. It is a plague. 

Reach out. Don’t wonder whats going on. Ask t…",94
295,Sat Jun 09 02:31:06 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"Gloria Williams, who nearly two decades ago took a baby girl from a Florida hospital and raised the child as her ow… https://t.co/Di4Q1jkO6v",95
296,Sat Jun 09 02:16:43 +0000 2018,CNN,CNN,-0.6705,0.267,0.648,0.085,"RT @CuomoPrimeTime: .@davidaxelrod remembers Anthony Bourdain as well his father, a victim of suicide, and says stigma surrounding the topi…",96
297,Sat Jun 09 02:16:07 +0000 2018,CNN,CNN,-0.6249,0.186,0.814,0.0,"Dean Blanchard's home in coastal Louisiana bayou country is in crisis.

According to the US Geological Survey, more… https://t.co/CBjgkN5iKx",97
298,Sat Jun 09 02:01:06 +0000 2018,CNN,CNN,-0.5994,0.231,0.769,0.0,The world reacts to the death of chef and storyteller Anthony Bourdain https://t.co/THajnhq5qZ https://t.co/P0xv9EWnEe,98
299,Sat Jun 09 02:00:54 +0000 2018,CNN,CNN,0.0,0.0,1.0,0.0,"RT @CuomoPrimeTime: Former aide to Donald Trump's presidential campaign, Michael Caputo, breaks with President Trump’s G8 proposal but says…",99
300,Sat Jun 09 17:46:52 +0000 2018,Fox News,FoxNews,0.4767,0.0,0.819,0.181,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",0
301,Sat Jun 09 17:36:01 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,1
302,Sat Jun 09 17:30:45 +0000 2018,Fox News,FoxNews,0.4404,0.118,0.667,0.215,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,2
303,Sat Jun 09 17:26:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,3
304,Sat Jun 09 17:25:26 +0000 2018,Fox News,FoxNews,-0.4404,0.42,0.58,0.0,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,4
305,Sat Jun 09 17:21:21 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",5
306,Sat Jun 09 17:19:59 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/0fDypASJE1",6
307,Sat Jun 09 17:15:07 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,7
308,Sat Jun 09 17:06:05 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",8
309,Sat Jun 09 17:04:03 +0000 2018,Fox News,FoxNews,-0.4588,0.2,0.8,0.0,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,9
310,Sat Jun 09 17:01:29 +0000 2018,Fox News,FoxNews,0.1779,0.135,0.677,0.188,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",10
311,Sat Jun 09 16:55:48 +0000 2018,Fox News,FoxNews,-0.5413,0.163,0.837,0.0,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",11
312,Sat Jun 09 16:55:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",12
313,Sat Jun 09 16:49:31 +0000 2018,Fox News,FoxNews,0.3612,0.0,0.667,0.333,Do you agree with @SenSanders? https://t.co/jixhab3nlt,13
314,Sat Jun 09 16:39:04 +0000 2018,Fox News,FoxNews,-0.1531,0.082,0.918,0.0,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",14
315,Sat Jun 09 16:34:08 +0000 2018,Fox News,FoxNews,-0.8555,0.54,0.46,0.0,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",15
316,Sat Jun 09 16:30:20 +0000 2018,Fox News,FoxNews,-0.4019,0.184,0.816,0.0,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",16
317,Sat Jun 09 16:21:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,17
318,Sat Jun 09 16:16:30 +0000 2018,Fox News,FoxNews,-0.5106,0.231,0.769,0.0,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",18
319,Sat Jun 09 16:05:09 +0000 2018,Fox News,FoxNews,0.4767,0.0,0.823,0.177,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",19
320,Sat Jun 09 17:46:52 +0000 2018,Fox News,FoxNews,0.4767,0.0,0.819,0.181,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",20
321,Sat Jun 09 17:36:01 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,21
322,Sat Jun 09 17:30:45 +0000 2018,Fox News,FoxNews,0.4404,0.118,0.667,0.215,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,22
323,Sat Jun 09 17:26:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,23
324,Sat Jun 09 17:25:26 +0000 2018,Fox News,FoxNews,-0.4404,0.42,0.58,0.0,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,24
325,Sat Jun 09 17:21:21 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",25
326,Sat Jun 09 17:19:59 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/0fDypASJE1",26
327,Sat Jun 09 17:15:07 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,27
328,Sat Jun 09 17:06:05 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",28
329,Sat Jun 09 17:04:03 +0000 2018,Fox News,FoxNews,-0.4588,0.2,0.8,0.0,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,29
330,Sat Jun 09 17:01:29 +0000 2018,Fox News,FoxNews,0.1779,0.135,0.677,0.188,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",30
331,Sat Jun 09 16:55:48 +0000 2018,Fox News,FoxNews,-0.5413,0.163,0.837,0.0,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",31
332,Sat Jun 09 16:55:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",32
333,Sat Jun 09 16:49:31 +0000 2018,Fox News,FoxNews,0.3612,0.0,0.667,0.333,Do you agree with @SenSanders? https://t.co/jixhab3nlt,33
334,Sat Jun 09 16:39:04 +0000 2018,Fox News,FoxNews,-0.1531,0.082,0.918,0.0,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",34
335,Sat Jun 09 16:34:08 +0000 2018,Fox News,FoxNews,-0.8555,0.54,0.46,0.0,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",35
336,Sat Jun 09 16:30:20 +0000 2018,Fox News,FoxNews,-0.4019,0.184,0.816,0.0,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",36
337,Sat Jun 09 16:21:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,37
338,Sat Jun 09 16:16:30 +0000 2018,Fox News,FoxNews,-0.5106,0.231,0.769,0.0,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",38
339,Sat Jun 09 16:05:09 +0000 2018,Fox News,FoxNews,0.4767,0.0,0.823,0.177,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",39
340,Sat Jun 09 16:02:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@billclinton defends @alfranken. https://t.co/L3DVQREUWO,40
341,Sat Jun 09 15:57:51 +0000 2018,Fox News,FoxNews,-0.6705,0.243,0.757,0.0,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner https://t.co/HxTW1LfisF,41
342,Sat Jun 09 15:56:56 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/F8G13HW2im",42
343,Sat Jun 09 15:54:17 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,Happening Now: @POTUS heads to Singapore for historic summit with North Korean leader Kim Jong Un. https://t.co/9pkRpmQhvs,43
344,Sat Jun 09 15:53:08 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@realDonaldTrump and Kim Jong Un impersonators arrive in Singapore. https://t.co/cQbfqorKAn,44
345,Sat Jun 09 15:48:40 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,SOON: @POTUS leaves Canada en route to North Korea summit in Singapore. https://t.co/2SKhjAnI5Q,45
346,Sat Jun 09 15:22:55 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,U.S. Markets - So far this year. https://t.co/mdnZRFcvfH,46
347,Sat Jun 09 15:15:56 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell tha… https://t.co/5CwLITcrnU",47
348,Sat Jun 09 15:15:00 +0000 2018,Fox News,FoxNews,0.3612,0.0,0.884,0.116,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/1K8iuxEXhn",48
349,Sat Jun 09 15:13:01 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/0mhnqpiGZU",49
350,Sat Jun 09 15:12:39 +0000 2018,Fox News,FoxNews,-0.2023,0.173,0.727,0.1,"State-level Dems funneled $84M to @HillaryClinton's campaign, lawsuit alleges https://t.co/2Xk78xsQmh",50
351,Sat Jun 09 15:09:24 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/bPQobyLCe2",51
352,Sat Jun 09 14:59:00 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/9xKcvpB7aN",52
353,Sat Jun 09 14:49:00 +0000 2018,Fox News,FoxNews,-0.6115,0.222,0.778,0.0,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/PcH5oRFB7t",53
354,Sat Jun 09 14:45:00 +0000 2018,Fox News,FoxNews,-0.5994,0.218,0.782,0.0,".@SecretaryZinke: ""We could end the war. It's absolutely astonishing what @POTUS has done."" #Cavuto https://t.co/AFT3qMvIv2",54
355,Sat Jun 09 14:39:23 +0000 2018,Fox News,FoxNews,-0.4767,0.162,0.838,0.0,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News… https://t.co/vukANIrfKZ",55
356,Sat Jun 09 14:37:00 +0000 2018,Fox News,FoxNews,0.5859,0.0,0.798,0.202,"""The United States has been taken advantage of for decades and decades and we can't do that anymore.""

WATCH: Presi… https://t.co/s9kfwDEDut",56
357,Sat Jun 09 14:32:20 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS: ""I would say that the level of relationship is a 10."" https://t.co/nmFjMumzHb",57
358,Sat Jun 09 14:29:58 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/766koswatX",58
359,Sat Jun 09 14:29:13 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/E8bATkXuhJ",59
360,Sat Jun 09 14:24:45 +0000 2018,Fox News,FoxNews,0.3612,0.0,0.894,0.106,".@POTUS: ""I have not spoken to Vladimir Putin for quite a while... I think it would be an asset to have Russia back… https://t.co/XdWxOmv8VG",60
361,Sat Jun 09 14:23:31 +0000 2018,Fox News,FoxNews,0.3612,0.0,0.884,0.116,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/Omn9n08nQS",61
362,Sat Jun 09 14:21:45 +0000 2018,Fox News,FoxNews,-0.6808,0.355,0.645,0.0,".@POTUS: ""That's the way it should be - no tariffs, no barriers... and no subsidies."" https://t.co/OKEcN9rgOd",62
363,Sat Jun 09 14:20:19 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS on Kim Jong Un talks: ""It's a one-time shot and I think it's going to work out very well."" https://t.co/RGB4ilSY9I",63
364,Sat Jun 09 14:19:30 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS: ""We really think that North Korea that will be a tremendous place in a very short period of time... They'r… https://t.co/8fX841h1EW",64
365,Sat Jun 09 14:17:11 +0000 2018,Fox News,FoxNews,-0.5574,0.261,0.739,0.0,".@POTUS: ""I blame our past leaders. There was no reason that this should've happened."" https://t.co/wy427FsU9f",65
366,Sat Jun 09 14:16:44 +0000 2018,Fox News,FoxNews,0.9149,0.0,0.484,0.516,".@POTUS: ""We're linked in the great effort to create a more just, peaceful, and prosperous world."" https://t.co/eaieDEyrKV",66
367,Sat Jun 09 14:15:51 +0000 2018,Fox News,FoxNews,0.5574,0.0,0.741,0.259,".@POTUS: ""We are committed to addressing the migration challenge by helping migrants to remain and prosper in their… https://t.co/dTZvjLNdlt",67
368,Sat Jun 09 14:14:52 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,".@POTUS: ""People can't charge us 270% and we charge them nothing. That doesn't work anymore."" https://t.co/a2hPAJY4wH",68
369,Sat Jun 09 14:14:28 +0000 2018,Fox News,FoxNews,0.5859,0.0,0.789,0.211,".@POTUS: ""The United States has been taken advantage of for decades and decades and we can't do that anymore."" https://t.co/Jf1SDPPUyN",69
370,Sat Jun 09 14:13:34 +0000 2018,Fox News,FoxNews,0.6566,0.0,0.616,0.384,".@POTUS: ""We've concluded a really, tremendously successful #G7."" https://t.co/201LDzbu6V",70
371,Sat Jun 09 14:12:42 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"President @realDonaldTrump speaks at a press briefing after closing out the G7 Summit in Charlevoix, Canada. https://t.co/A1XBAkrOTE",71
372,Sat Jun 09 14:10:30 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Anthony Bourdain, CNN host and celebrity chef, hanged himself with bathrobe belt https://t.co/h7BxZo9JA8",72
373,Sat Jun 09 14:00:04 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"SOON: @POTUS to speak from #G7 - for full live coverage, tune in to Fox News Channel! https://t.co/bCgxdT90OX",73
374,Sat Jun 09 13:56:15 +0000 2018,Fox News,FoxNews,-0.7579,0.371,0.629,0.0,"Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN",74
375,Sat Jun 09 13:48:53 +0000 2018,Fox News,FoxNews,0.3818,0.0,0.729,0.271,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/04HWLGuj1Q",75
376,Sat Jun 09 13:43:02 +0000 2018,Fox News,FoxNews,-0.4019,0.172,0.828,0.0,'Bring on the Recession': Bill Maher 'Hoping' for Economic Crash to Oust Trump https://t.co/pD7LBKR5uG,76
377,Sat Jun 09 13:35:06 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,'Game of Thrones' prequel pilot reportedly ordered by HBO https://t.co/Pnswzb5c6L,77
378,Sat Jun 09 13:25:04 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"US Air Force B-1 bomber fleet grounded after issue with ejection seats, officials say https://t.co/l1jDRzfswB",78
379,Sat Jun 09 13:20:40 +0000 2018,Fox News,FoxNews,0.4404,0.133,0.591,0.276,LeBron James reveals he played with ‘self-inflicted’ injured hand for majority of NBA Finals https://t.co/0zIlw5Ckyu,79
380,Sat Jun 09 13:05:39 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,President @realDonaldTrump continues G7 talks https://t.co/dKNpj2UDfb,80
381,Sat Jun 09 12:53:13 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/acQWFgyVcc",81
382,Sat Jun 09 12:30:56 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@RealDeanCain: “I stand for the anthem. I would never kneel for the anthem.” https://t.co/phVIaccIwh,82
383,Sat Jun 09 12:23:34 +0000 2018,Fox News,FoxNews,0.0,0.0,1.0,0.0,.@POTUS Meets at G7 Summit with World Leaders https://t.co/zAG9znCDU7,83
